ObsTime,SunshineDuration,AirTemperature,WindSpeed
2025-07-14T13:10:00+08:00,3.5,31.6,3.28
2025-07-14T13:20:00+08:00,3.64,31.7,3.56
2025-07-14T13:30:00+08:00,3.8,31.8,3.38
2025-07-14T13:40:00+08:00,3.92,31.68,3.44
2025-07-14T13:50:00+08:00,4.04,31.76,3.38
2025-07-14T14:00:00+08:00,4.16,31.6,3.36
2025-07-14T14:10:00+08:00,4.26,31.64,3.48
2025-07-14T14:20:00+08:00,4.42,31.54,3.68
2025-07-14T14:30:00+08:00,4.56,31.5,3.4
2025-07-14T14:40:00+08:00,4.68,31.7,3.2
