ObsTime,SunshineDuration,AirTemperature,WindSpeed
2025-07-14T13:10:00+08:00,4.34,30.14,4.82
2025-07-14T13:20:00+08:00,4.46,30.08,4.92
2025-07-14T13:30:00+08:00,4.52,29.98,4.94
2025-07-14T13:40:00+08:00,4.62,29.86,5.2
2025-07-14T13:50:00+08:00,4.74,29.9,5.08
2025-07-14T14:00:00+08:00,4.84,29.98,5.36
2025-07-14T14:10:00+08:00,4.98,30.24,5.46
2025-07-14T14:20:00+08:00,5.14,30.08,5.7
2025-07-14T14:30:00+08:00,5.26,30.32,5.58
2025-07-14T14:40:00+08:00,5.44,30.26,5.08
