ObsTime,SunshineDuration,AirTemperature,WindSpeed
2025-07-14T13:10:00+08:00,4.66,31.34,2.86
2025-07-14T13:20:00+08:00,4.74,31.38,2.88
2025-07-14T13:30:00+08:00,4.78,31.3,2.9
2025-07-14T13:40:00+08:00,4.86,31.08,2.84
2025-07-14T13:50:00+08:00,4.96,31.2,2.76
2025-07-14T14:00:00+08:00,5.06,31.2,2.3
2025-07-14T14:10:00+08:00,5.16,31.1,2.08
2025-07-14T14:20:00+08:00,5.26,30.98,2.16
2025-07-14T14:30:00+08:00,5.32,30.88,2.12
2025-07-14T14:40:00+08:00,5.38,31.08,1.82
